,Caution
18274,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
18275,None
18276,None
18277,None
18278,None
18279,None
18280,None
18281,None
18282,None
18283,None
18284,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
18285,None
18286,None
18287,None
18288,None
18289,None
18290,None
18291,None
18292,You should not use  sulfacetamide sodium and sulfur topical if you are allergic to sulfa drugs or if you have kidney disease.
18293,You should not use  sulfacetamide sodium topical if you are allergic to sulfa drugs.
18294,None
18295,You should not use  Sulfacleans 8/4 if you are allergic to sulfa drugs or if you have kidney disease.
18296,None
18297,None
18298,"Do not use sulfadiazine during late pregnancy, just before you deliver."
18299,None
18300,None
18301,"You should not use  sulfamethoxazole and trimethoprim if you have severe liver disease, kidney disease that is not being monitored, anemia caused by folic acid deficiency, if you take dofetilide, or if you have had low platelets caused by using trimethoprim or a sulfa drug."
18302,None
18303,None
18304,None
18305,None
18306,None
18307,None
18308,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
18309,None
18310,None
18311,None
18312,None
18313,None
18314,None
18315,"You should not use sulfasalazine if you have porphyria, a blockage in your bladder or intestines, or if you are allergic to sulfa drugs, aspirin, or similar medicines called salicylates."
18316,None
18317,None
18318,None
18319,None
18320,None
18321,None
18322,None
18323,None
18324,None
18325,"You should not use Sulfazine if you have porphyria, a blockage in your bladder or intestines, or if you are allergic to sulfa drugs, aspirin, or similar medicines called salicylates."
18326,None
18327,None
18328,None
18329,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
18330,None
18331,None
18332,None
18333,None
18334,None
18335,None
18336,"In rare cases, serious or fatal reactions may occur during or shortly after the injection. Tell your caregivers right away if you feel light-headed or short of breath, or if you have a cold sweat, chest pain, a severe headache, fast or slow heartbeats, or pounding in your neck or ears."
18337,None
18338,None
18339,None
18340,None
18341,None
18342,None
18343,None
18344,None
18345,None
18346,None
18347,None
18348,None
18349,None
18350,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
18351,"Sulindac can increase your risk of fatal heart attack or stroke. Do not use  sulindac just before or after heart bypass surgery (coronary artery bypass graft, or CABG). Sulindac may also cause stomach or intestinal bleeding, which can be fatal."
18352,None
18353,None
18354,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
18355,None
18356,None
18357,None
18358,None
18359,You should not use  Sumadan if you are allergic to sulfa drugs or if you have kidney disease.
18360,None
18361,None
18362,None
18363,"You should not use sumatriptan if you have ever had heart disease, coronary artery disease, blood circulation problems, Wolff-Parkinson-White syndrome, uncontrolled high blood pressure, severe liver disease, a heart attack or stroke, or if your headache seems to be different from your usual migraine headaches."
18364,"You should not use this medicine if you have heart problems, uncontrolled high blood pressure, blood circulation problems, Wolff-Parkinson-White Syndrome, a history of heart attack or stroke, severe liver disease, a history of severe allergic reaction to aspirin or an NSAID, or if you are in late pregnancy."
18365,None
18366,None
18367,None
18368,"You should not use this medicine if you have uncontrolled high blood pressure, heart problems, certain heart rhythm disorders, a history of heart attack or stroke, or circulation problems that cause a lack of blood supply within the body."
18369,None
18370,"You should not use SUMAtriptan Succinate Syringe if you have ever had heart disease, coronary artery disease, blood circulation problems, Wolff-Parkinson-White syndrome, uncontrolled high blood pressure, severe liver disease, a heart attack or stroke, or if your headache seems to be different from your usual migraine headaches."
18371,None
18372,None
18373,"You should not use Sumavel DosePro if you have ever had heart disease, coronary artery disease, blood circulation problems, Wolff-Parkinson-White syndrome, uncontrolled high blood pressure, severe liver disease, a heart attack or stroke, or if your headache seems to be different from your usual migraine headaches."
18374,None
18375,You should not use  Sumaxin if you are allergic to sulfa drugs or if you have kidney disease.
18376,None
18377,None
18378,None
18379,None
18380,None
18381,None
18382,None
18383,Children younger than 8 years old should not take Sumycin.
18384,None
18385,None
18386,"Sunitinib can cause severe or fatal effects on your liver. You will need frequent blood tests to check your liver function during treatment. Call your doctor if you have any signs of a liver problem, such as right-sided upper stomach pain, itching, dark urine, or jaundice (yellowing of the skin or eyes)."
18387,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
18388,None
18389,None
18390,None
18391,None
18392,None
18393,None
18394,None
18395,"You should not use  SunMark ClearLax if you have a bowel obstruction or intestinal blockage. If you have any of these conditions, you could have dangerous or life-threatening side effects from SunMark ClearLax."
18396,None
18397,None
18398,None
18399,None
18400,None
18401,None
18402,None
18403,None
18404,"Do not use Sunosi if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
18405,None
18406,None
18407,None
18408,None
18409,None
18410,You should not receive a Supartz if you have an infection in your knee or in the skin around your knee.
18411,None
18412,None
18413,None
18414,None
18415,"Follow all directions on the product label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
18416,None
18417,None
18418,None
18419,"Do not use Suphedrin if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
18420,None
18421,You should not use  Suphera if you are allergic to sulfa drugs or if you have kidney disease.
18422,None
18423,None
18424,None
18425,None
18426,None
18427,"You should not take  Suprax if you are allergic to Suprax, or to similar antibiotics, such as Ceftin, Cefzil, Keflex, Omnicef, and others. Tell your doctor if you are allergic to penicillins."
